evtime_ymd,evtime_hms,evlat,evlon,evdep,Mg
20100511,13224857,32.5927,244.241,2.0,3.3
20100511,14095421,32.5832,244.2218,0.02,2.4
20100511,21460058,32.6128,244.2623,3.58,2.3
20100511,23191872,32.6542,244.1427,6.12,2.4
20100512,02581732,32.678,244.1543,5.54,2.3
20100512,12233691,32.6267,244.1887,6.57,2.5
20100512,13332386,32.7175,244.1098,2.68,3.6
20100512,15152373,32.6212,244.2262,8.46,2.7
20100512,16152046,32.5877,244.2113,2.44,2.3
20100512,22473976,32.6153,244.2407,2.72,2.3
20100513,08025260,32.6435,244.247,2.83,2.9
20100513,08381820,32.6973,244.1092,0.01,2.5
20100513,09013410,32.6415,244.186,6.04,2.8
20100513,09382682,32.6105,244.2922,10.52,2.6
20100513,09393596,32.6475,244.1327,6.8,2.3
20100513,15480661,32.6028,244.2653,2.51,2.7
20100513,21025168,32.5792,244.2705,15.95,2.6
20100513,22214664,32.6613,244.06,6.9,2.2
20100514,04131738,32.7175,244.1135,2.37,2.7
20100514,04553467,32.6762,244.1262,6.35,3.0
20100514,05110805,32.6967,244.1252,3.88,3.9
20100514,07532253,32.7852,243.8732,8.81,3.0
20100514,08043781,34.2147,242.5832,13.43,2.4
20100514,10051098,32.634,244.1953,1.86,2.6
20100514,10065154,34.3167,243.0758,8.82,2.6
20100514,10070308,34.319,243.073,10.05,2.6
20100514,10401720,32.7837,243.8757,5.65,2.7
20100514,12290301,32.611,244.2307,4.45,3.3
20100514,14385074,32.7133,244.1538,3.55,2.3
20100514,16174505,32.6602,244.17,7.78,2.4
20100514,18493104,32.6428,244.2437,2.27,2.4
20100514,23215624,32.6265,244.275,7.92,2.6
20100514,23410646,32.6565,244.1412,4.49,3.5
20100514,23454196,32.7343,244.166,4.11,2.2
20100515,01293833,32.583,244.2352,2.99,2.3
20100515,05404135,32.7127,244.0177,5.65,2.4
20100515,11003435,34.0118,242.417,5.06,2.6
20100515,16452195,32.6142,244.2315,4.67,2.3
20100515,18072298,32.5783,244.2527,8.26,2.2
20100515,18164780,32.5913,244.2505,6.28,2.4
20100515,23221576,32.6888,244.1415,5.69,2.3
20100516,04341764,32.6148,244.2465,2.55,2.3
20100516,14340787,32.5633,244.2475,11.01,2.3
20100516,16022314,32.6518,244.0573,6.35,2.2
20100516,16100691,32.7097,244.2073,4.21,2.4
20100516,16500309,32.6927,244.1265,4.32,2.8
20100516,19151014,32.7082,244.2088,3.98,2.8
20100517,01501425,32.5683,244.2593,5.11,2.2
20100517,05084167,32.6592,244.2465,3.63,2.4
20100517,05090496,32.6527,244.2657,6.7,3.5
20100517,07111552,32.6778,244.0685,5.64,2.3
20100517,13130414,32.6847,244.0767,8.18,3.6
20100517,14560344,32.6852,244.057,3.95,2.3
20100517,20555972,32.7093,244.1282,4.53,2.5
20100517,22193296,32.6897,244.006,3.54,2.4
20100518,01524147,32.67,243.9743,6.26,2.3
20100518,06203971,32.5918,244.2285,4.37,2.6
20100518,07051796,32.5622,244.2362,5.04,2.4
20100518,09521829,32.8208,244.0428,10.67,2.6
20100518,15125949,32.613,244.1097,4.57,2.2
20100518,21115030,32.6673,244.1495,6.35,2.5
20100518,22400530,32.6447,244.1978,3.03,2.6
20100519,00260561,32.5805,244.2667,1.29,2.9
20100519,00390002,32.6522,244.1645,7.87,4.5
20100519,02125405,32.6382,244.1703,7.42,2.7
20100519,02511688,32.6278,244.1537,6.3,2.3
20100519,04172090,32.6168,244.1623,10.32,2.3
20100519,04332757,32.6808,244.1833,3.71,2.6
20100519,04350286,32.643,244.1885,5.88,2.2
20100519,05033603,32.6362,244.1665,3.74,2.4
20100519,05060248,32.6278,244.0367,2.44,2.2
20100519,06162231,32.6142,244.3267,10.33,2.2
20100519,06322731,32.6363,244.1678,9.21,2.7
20100519,07213486,32.9972,243.636,7.15,3.5
20100519,07230709,32.6645,244.1607,4.37,3.6
20100519,08061408,32.6537,244.1415,5.11,2.3
20100519,08375174,32.6752,244.2072,4.28,2.5
20100519,09215093,32.6643,244.177,5.08,2.3
20100519,10360082,32.6478,244.171,7.11,2.2
20100519,12512700,32.5617,244.2608,1.55,2.3
20100519,14392637,32.6553,244.2573,14.35,4.0
20100519,14475371,32.6252,244.2433,5.01,2.2
20100519,15413410,32.6125,244.2877,7.99,2.3
20100519,16590200,32.6217,244.1838,6.68,2.4
20100519,16593728,32.6633,244.184,7.71,2.9
20100519,17340456,32.8593,244.0138,13.62,2.7
20100519,18512828,33.1975,243.9788,11.33,2.8
20100520,04172852,32.662,244.1405,8.05,2.9
20100520,06450693,32.6927,243.967,0.04,2.3
20100520,08593461,32.6687,244.1345,2.89,3.7
20100520,09005507,32.6708,244.1405,4.65,2.3
20100520,09014515,32.6378,244.1273,6.38,2.4
20100520,09224010,32.6685,244.1355,4.23,3.3
20100520,09262603,32.671,244.1357,4.12,4.4
20100520,09302579,32.6812,244.1282,4.31,2.6
20100520,09304098,32.6618,244.1328,6.9,2.6
20100520,09422541,32.678,244.1308,4.06,3.2
20100520,09450862,32.667,244.134,7.67,2.4
20100520,09453750,32.6413,244.1315,6.15,2.4
20100520,10280931,32.6737,244.1287,4.11,3.4
20100520,11091594,32.6905,244.1823,0.03,2.2
20100520,12054437,32.6817,244.1327,3.53,2.3
20100520,13141421,33.5095,243.5383,6.59,2.7
20100520,14371824,32.6628,244.1563,4.22,2.4
20100520,14595782,32.6417,244.1652,3.28,2.4
20100520,15555395,33.8438,242.9838,10.53,2.4
20100520,20560286,32.6318,244.2265,2.05,2.3
20100521,01571308,33.017,243.6872,6.93,2.4
20100521,07342113,32.7373,244.1652,1.58,2.3
20100521,07343476,32.6425,244.1528,1.45,2.4
20100521,10101346,32.6648,244.1702,6.66,2.8
20100521,13140662,32.6858,244.1295,4.29,2.5
20100521,16524332,32.695,244.1115,3.8,2.2
20100521,20405452,33.115,243.5368,9.18,2.5
20100521,22571182,32.6507,244.2178,7.93,2.8
20100521,23212824,32.7152,243.958,0.79,2.3
20100521,23335896,32.5898,244.2608,3.39,2.5
20100522,01471096,32.728,244.1155,3.44,2.3
20100522,02113484,32.6367,244.1758,12.26,3.1
20100522,04285912,32.651,244.1718,7.05,3.2
20100522,04294111,32.6505,244.1713,4.99,2.4
20100522,04531879,32.714,244.038,10.33,4.0
20100522,06104384,32.7163,244.0445,5.8,2.4
20100522,06264711,32.668,244.1687,8.59,2.5
20100522,10021179,32.653,244.1415,10.63,2.2
20100522,10131854,32.6597,244.1343,7.18,2.3
20100522,13123011,32.6512,244.2653,7.55,2.6
20100522,17305834,32.6078,244.2327,4.3,4.9
20100522,17331796,32.6125,244.22,3.28,4.9
20100522,17375042,32.6272,244.2138,5.1,3.2
20100522,17441500,32.6165,244.2175,4.4,2.8
20100522,17451096,32.6135,244.2202,3.78,2.6
20100522,17594596,32.6007,244.2225,3.05,3.5
20100522,18001866,32.632,244.2043,4.5,2.7
20100522,18211754,32.5903,244.22,2.78,2.2
20100522,18254744,32.5682,244.2908,4.37,2.6
20100522,18291684,32.6038,244.2248,4.64,2.6
20100522,18324272,32.5892,244.2252,1.76,2.3
20100522,18340440,32.5675,244.2795,3.55,3.0
20100522,18440184,32.6015,244.231,13.79,2.4
20100522,18513672,32.5807,244.234,4.8,2.6
20100522,19400258,32.6065,244.2428,4.73,2.9
20100522,19573952,32.5953,244.2565,2.78,3.0
20100522,20155300,32.6267,244.2412,16.73,3.9
20100522,20415260,32.5877,244.2177,1.73,2.4
20100522,22053870,32.6112,244.2253,4.83,2.5
20100522,22073026,32.6085,244.2192,9.41,2.5
20100522,22260236,32.5953,244.2505,3.93,2.8
20100522,22390192,32.5728,244.2157,8.29,2.4
20100522,22430684,32.6218,244.2467,2.87,2.3
20100522,22433616,32.5867,244.2357,12.09,2.9
20100522,23065198,32.6062,244.1935,2.12,2.2
20100522,23465592,32.5738,244.2278,2.51,2.3
20100522,23555584,32.831,244.048,6.2,2.4
20100523,00252221,32.6048,244.2278,3.43,3.0
20100523,00485231,32.5962,244.2097,9.64,2.4
20100523,01523954,32.5868,244.2098,2.73,2.3
20100523,02174122,32.5642,244.2357,4.21,2.3
20100523,06073427,32.6092,244.2217,3.81,2.4
20100523,07041214,32.5917,244.2295,2.92,2.4
20100523,08050266,32.6212,244.2017,4.47,2.8
20100523,08174845,32.6015,244.2078,5.7,2.2
20100523,09152647,32.5863,244.207,3.0,2.3
20100523,11200131,32.7163,244.003,0.81,2.4
20100523,12262562,32.624,244.1935,2.61,2.6
20100523,12375937,32.5915,244.2633,10.5,2.5
20100523,14000647,32.6342,244.2083,2.1,2.3
20100523,14002115,32.5623,244.2423,10.24,2.4
20100523,14333715,32.6097,244.2198,7.66,2.5
20100523,15103022,32.6195,244.2123,4.25,2.7
20100523,18173418,32.6973,244.1125,10.0,3.1
20100523,23310012,32.6882,244.2262,10.51,2.7
20100524,00554340,32.583,244.2242,8.42,2.2
20100524,01261919,32.5797,244.2112,3.02,2.3
20100524,02021169,32.6535,244.1707,6.57,2.5
20100524,05210714,32.6505,244.1687,13.3,4.2
20100524,07063239,32.5685,244.2233,3.75,2.2
20100524,07202762,32.6632,244.1605,4.88,2.5
20100524,07494094,32.6127,244.1675,9.56,2.3
20100524,09351342,32.6018,244.1838,0.26,2.3
20100524,14185384,32.6092,244.2187,6.66,2.4
20100524,20261054,32.6717,244.15,9.68,2.2
20100524,20415846,32.608,244.2008,2.25,2.5
20100524,22080838,32.7087,244.0418,8.99,2.7
20100525,04581758,32.6645,244.1623,7.12,2.3
20100525,07282532,33.2495,243.9512,5.17,2.7
20100525,07404372,32.6178,244.2288,4.8,2.7
20100525,10313228,32.599,244.239,5.47,2.9
20100525,12003110,32.6735,244.1332,6.98,2.5
20100525,16572271,32.6665,244.201,4.33,2.2
20100525,19495188,32.608,244.2472,4.96,3.0
20100525,22141512,32.7093,244.1167,3.97,2.6
20100525,22221040,32.7007,244.2055,4.13,2.7
20100526,03312698,32.5973,244.2382,8.64,2.6
20100526,12423890,32.619,244.1612,4.82,2.2
20100526,14321766,32.6962,244.1222,4.78,2.5
20100527,02334915,32.5872,244.2385,6.17,2.4
20100527,03022759,33.2618,243.6222,4.43,2.7
20100527,08242859,32.6008,244.3115,2.94,2.3
20100527,10272988,34.3402,243.3575,4.25,2.3
20100527,10354957,32.5955,244.2177,1.7,2.2
20100527,13370792,32.639,244.2465,3.01,3.4
20100527,14051135,32.6183,244.2098,4.53,2.5
20100527,17140360,32.662,244.1857,3.91,2.2
20100528,07553181,32.8672,244.0093,6.88,2.2
20100528,09165531,32.6262,244.2208,0.38,2.4
20100528,11340305,32.638,244.3287,9.59,2.4
20100528,14360579,32.6368,244.2538,2.15,2.8
20100528,21271244,32.6027,244.1958,1.73,2.3
20100529,11513421,32.6625,244.1725,0.11,2.3
20100529,14500063,32.7282,244.1162,3.44,3.8
20100529,16145589,32.6022,244.2405,8.79,2.5
20100529,16430403,32.656,244.2705,7.72,2.6
20100529,23534110,32.6705,244.1267,5.58,2.8
20100530,01063231,32.5978,244.2572,8.39,2.9
20100530,04062373,32.7172,244.1732,0.05,2.5
20100530,06205469,32.6878,244.0695,2.86,2.3
20100530,09465936,32.607,244.23,6.82,2.3
20100530,15073481,32.6202,244.2382,0.03,2.2
20100530,15490704,32.6953,243.9523,2.28,2.3
20100530,20070028,32.6145,244.2205,7.85,2.9
20100531,04332872,32.6322,244.2343,0.61,2.2
20100531,04531422,32.6425,244.2478,0.04,2.6
20100531,05192489,32.6412,244.2442,1.36,2.6
20100531,06433582,32.6418,244.2447,2.67,2.6
20100531,07302327,33.898,243.7025,11.14,2.8
20100531,12043316,33.9142,243.2898,12.93,2.5
20100531,13512290,32.6695,244.075,5.33,2.2
20100531,15545998,32.6713,244.077,4.97,2.2
20100531,20010776,32.6968,243.9592,4.4,2.3
20100601,14230855,32.6145,244.277,8.63,2.3
20100601,15482625,32.6282,244.2647,5.34,2.5
20100602,04093490,32.651,244.135,3.5,2.3
20100602,04334415,32.6993,243.961,10.38,2.9
20100602,05000171,32.6413,244.1353,2.96,2.4
20100602,11164513,32.6148,244.2785,4.25,2.6
20100602,14503774,32.6817,244.0225,5.81,2.9
20100602,14510276,33.2493,243.935,3.37,2.2
20100603,08441379,33.5048,243.5373,6.97,3.2
20100603,14154888,33.2515,243.9512,5.37,3.1
20100603,18100404,32.6952,244.0858,5.11,4.1
20100604,08463372,32.695,244.02,9.22,2.5
20100604,10013907,32.7177,243.9577,0.89,2.7
20100604,15124708,32.621,244.2572,1.93,2.2
20100604,15330399,32.6172,244.23,4.22,2.7
20100604,18063588,32.5792,244.2737,3.44,3.4
20100604,18130012,32.6243,244.226,3.88,3.0
20100605,00141606,32.6695,244.2362,4.33,2.5
20100605,03071565,34.2188,242.474,11.39,2.4
20100606,09134524,32.6278,244.1862,0.06,2.2
20100606,11401562,32.713,244.0777,2.12,2.7
20100607,04114634,32.7,244.0853,6.04,2.8
20100607,17495740,34.3195,243.1523,1.02,2.7
20100607,18144480,32.6023,244.2983,7.17,2.6
20100607,20010940,32.5708,244.2477,8.98,2.2
20100607,20325652,34.3165,243.1525,1.63,3.3
20100607,20413650,34.3168,243.1533,1.67,3.2
20100607,20425744,34.3147,243.1527,0.26,2.4
20100607,22252002,32.6075,244.303,8.96,2.2
20100607,23265156,34.3148,243.1552,1.85,2.4
20100608,02581185,32.6393,244.2147,2.8,2.6
20100608,03133344,32.6467,244.2473,5.93,2.2
20100608,03374470,32.6758,244.282,9.27,2.6
20100608,07221359,32.5953,244.2575,9.14,2.9
20100608,08075785,34.3142,243.1547,2.01,2.5
20100608,08282393,34.3142,243.1538,1.66,2.7
20100608,08283901,34.316,243.1587,3.49,2.2
20100608,08582047,33.3332,243.6038,7.59,2.8
20100608,10085940,34.3148,243.152,1.48,2.5
20100608,10085957,34.3225,243.1402,4.96,2.4
20100608,10124395,34.3163,243.147,1.2,2.7
20100608,10304937,32.6302,244.25,3.43,3.0
20100608,10310149,34.3157,243.1533,1.85,2.2
20100608,10535334,34.3173,243.1515,1.03,2.5
20100608,13542714,34.3142,243.1558,1.68,2.3
20100609,00284096,32.715,243.988,4.09,2.3
20100609,11020666,32.6997,244.0923,2.26,3.1
20100609,16112584,32.617,244.305,10.83,2.2
20100609,18405724,33.8812,243.2422,15.33,2.5
20100610,12211143,32.5843,244.2365,10.4,2.7
20100611,00091497,34.321,243.1502,2.83,2.4
20100611,06573114,32.71,243.9837,3.95,2.3
20100611,12445068,32.6377,244.2998,10.0,2.7
20100611,22262076,32.6448,244.1283,10.55,2.2
20100611,23293828,32.7158,244.0833,2.51,2.5
20100612,08375592,32.7013,244.1243,2.05,2.5
20100612,10082919,32.6793,244.0848,9.14,2.4
20100612,19230656,32.694,244.0797,3.18,2.9
20100613,03085709,33.3833,243.5842,12.48,4.9
20100613,03092036,33.392,243.6053,5.57,4.2
20100613,10490243,32.6353,244.2193,4.81,2.8
20100613,12195355,33.975,243.0393,17.39,2.8
20100613,16441647,32.6572,244.089,3.23,2.9
20100613,20424200,32.7098,244.0695,1.45,3.0
20100613,20425964,32.6938,244.0688,5.09,3.5
20100613,20432050,33.3895,243.6135,9.5,2.5
20100613,20432064,33.4038,243.6073,11.15,2.4
20100614,00334698,32.995,243.6487,8.37,2.7
20100614,07403705,32.732,244.159,5.99,2.2
20100614,13325837,32.6807,244.1915,7.66,2.3
20100614,17580844,32.7228,244.1168,7.3,2.2
20100614,18152120,34.154,243.1972,6.24,2.4
20100614,23332056,32.6258,244.2118,3.51,2.6
20100615,03585754,32.6433,244.2415,2.71,3.2
20100615,04265848,32.7002,244.0787,5.41,5.7
20100615,04295572,32.73,244.0338,5.71,3.8
20100615,04302716,32.7242,244.0482,5.55,3.1
20100615,04305618,32.699,244.0733,5.56,3.1
20100615,04312196,32.7168,244.055,3.57,3.1
20100615,04315542,32.7228,244.0367,5.54,3.4
20100615,04325763,32.7178,244.0675,5.74,2.7
20100615,04330520,32.7075,244.0497,6.69,3.2
20100615,04330904,32.7187,244.005,11.56,3.1
20100615,04342644,32.7062,244.035,0.18,3.2
20100615,04354771,32.7122,244.0377,10.62,2.7
20100615,04360763,32.6792,244.0758,12.48,4.1
20100615,04363339,32.6848,244.0833,6.17,3.9
20100615,04374065,32.7222,244.0612,5.54,2.7
20100615,04385576,32.7017,244.0842,5.77,2.5
20100615,04391518,32.7283,244.0535,4.74,2.3
20100615,04394627,32.7215,244.0372,4.18,3.0
20100615,04395993,32.722,244.0548,5.21,2.9
20100615,04401640,32.6393,244.0995,11.21,2.9
20100615,04402561,32.7112,244.0822,5.53,3.1
20100615,04403793,32.6648,244.067,13.68,3.9
20100615,04431085,32.6927,244.0527,12.45,3.7
20100615,04444226,32.6848,244.075,9.71,2.9
20100615,04454642,32.6877,244.0948,2.14,2.9
20100615,04460696,32.7243,244.0498,5.71,3.1
20100615,04462719,32.7463,244.0245,4.71,2.7
20100615,04472450,32.7048,244.0652,5.68,3.5
20100615,04480669,32.6845,244.0923,5.52,2.9
20100615,04490521,32.73,244.0698,8.53,2.3
20100615,04493011,32.7207,244.045,5.64,2.4
20100615,04501173,32.7268,244.037,5.6,2.3
20100615,04501595,32.7468,244.0253,0.04,2.6
20100615,04501605,32.7265,244.0332,6.09,2.7
20100615,04504244,32.7063,244.0802,9.89,2.5
20100615,04513029,32.7143,244.0513,0.22,2.5
20100615,04521043,32.7067,244.0707,4.18,2.8
20100615,04531449,32.7193,244.041,9.48,2.5
20100615,04533238,32.7242,244.0508,5.68,2.4
20100615,04542666,32.7343,244.0318,5.51,2.3
20100615,04553464,32.7142,244.0602,3.57,2.7
20100615,04564980,32.7053,244.0527,5.89,3.6
20100615,04575261,32.7178,244.0448,5.68,2.8
20100615,04590620,32.695,244.0798,9.49,3.0
20100615,04590853,32.6665,244.117,5.57,3.2
20100615,04594553,32.6995,244.05,10.69,4.6
20100615,05015509,32.6997,244.0782,14.77,2.5
20100615,05033604,32.7215,244.0415,0.78,2.5
20100615,05054433,32.6995,244.0693,5.52,2.5
20100615,05073705,32.6788,244.0787,7.75,2.3
20100615,05082941,32.7055,244.0857,6.17,2.2
20100615,05084455,32.6432,244.0983,9.4,3.5
20100615,05091920,32.6505,244.1187,11.1,2.4
20100615,05104973,32.7113,244.0507,2.0,2.3
20100615,05120772,32.6713,244.0752,9.14,2.2
20100615,05152889,32.6982,244.0685,6.06,2.8
20100615,05215914,32.7188,244.0472,5.6,2.4
20100615,05310004,32.6677,244.0858,6.61,3.7
20100615,05312000,32.7537,244.0115,1.61,3.7
20100615,05341683,32.7088,244.0437,5.52,4.3
20100615,05365869,32.7262,244.0362,5.51,2.5
20100615,05371179,32.738,244.033,5.9,2.3
20100615,05423169,32.7337,244.0465,1.6,2.2
20100615,05450665,32.6917,244.0542,5.66,2.2
20100615,05454854,33.9905,243.1575,9.45,2.5
20100615,05522442,32.7182,244.0338,9.8,2.2
20100615,05540278,32.7315,244.0283,4.41,2.8
20100615,06082850,32.6928,244.049,14.16,3.8
20100615,06084800,32.6943,244.0972,0.0,3.0
20100615,06112016,32.7147,244.042,5.17,2.7
20100615,06121001,32.7022,244.0703,8.58,2.8
20100615,06144496,32.694,244.0512,5.6,2.7
20100615,06233734,32.689,244.0578,15.1,3.2
20100615,06234970,32.6772,244.0642,7.95,3.5
20100615,06271729,32.7067,244.0712,2.49,2.3
20100615,06321277,32.7005,244.0835,14.05,3.5
20100615,06334570,32.7177,244.037,5.63,2.9
20100615,06401859,32.6973,244.0465,11.45,3.0
20100615,06450473,32.7187,244.0587,5.22,2.6
20100615,06460418,32.6967,244.0875,7.39,2.6
20100615,06460896,32.6965,244.0772,11.98,3.6
20100615,06492360,32.6925,244.0933,4.44,2.5
20100615,06514114,32.7095,244.0477,5.57,2.2
20100615,06522750,32.6818,244.0795,13.21,3.4
20100615,06584092,32.6978,244.085,6.32,2.3
20100615,06584278,32.6723,244.0943,3.53,2.3
20100615,07044228,32.7163,244.0558,9.37,2.4
20100615,07145809,32.7325,244.0385,5.51,2.3
20100615,07200895,32.6688,244.0815,7.13,2.3
20100615,07353245,32.6987,244.047,10.51,2.5
20100615,07394531,32.7033,244.0727,7.03,2.9
20100615,07430825,32.6862,244.0792,11.98,2.9
20100615,07444403,32.7077,244.0548,1.57,2.6
20100615,07462179,32.7095,244.0838,8.58,2.3
20100615,07481284,32.7172,244.0438,8.41,2.7
20100615,07484246,32.714,244.0665,2.17,2.8
20100615,07532353,32.7237,244.0435,3.4,2.3
20100615,07535354,32.684,244.0972,4.67,2.5
20100615,07594728,32.7262,244.0387,5.27,2.5
20100615,08000427,32.7015,244.0723,5.74,2.2
20100615,08015155,32.7265,244.039,4.31,2.3
20100615,08052738,32.7258,244.0347,3.22,2.7
20100615,08062111,32.6782,244.0775,5.72,2.5
20100615,08094842,32.7302,244.0332,8.44,2.8
20100615,08112438,32.7118,244.0532,0.5,3.6
20100615,08144702,32.688,244.0892,3.77,4.2
20100615,08165139,32.683,244.0852,5.6,4.0
20100615,08230465,32.6745,244.1347,3.44,2.2
20100615,08243374,32.6677,244.1338,2.25,3.1
20100615,08264801,32.6983,244.0758,9.19,3.3
20100615,08285912,32.7213,244.043,4.95,2.7
20100615,08382525,32.6847,244.086,3.1,2.2
20100615,08394355,32.696,244.086,11.93,3.2
20100615,08440938,32.7037,244.0698,5.32,2.6
20100615,08493307,32.6968,244.0855,1.84,2.7
20100615,08570097,32.6768,244.0852,5.73,3.0
20100615,09063573,32.6975,244.0788,2.14,2.7
20100615,09063744,32.6718,244.0882,2.2,3.0
20100615,09173674,32.6868,244.084,2.89,2.6
20100615,09445618,32.7,244.0757,9.01,2.4
20100615,09511900,32.6913,244.0698,5.28,3.6
20100615,09522058,32.7052,244.0713,2.14,3.1
20100615,10035756,32.721,244.0413,1.56,2.6
20100615,10053359,32.7145,244.0383,9.63,2.9
20100615,10144652,32.6937,244.0958,2.54,2.2
20100615,10282860,32.6922,244.0902,4.44,2.6
20100615,10321740,32.7202,244.041,3.56,2.4
20100615,10340998,32.7073,244.0758,9.44,2.3
20100615,10521255,32.6622,244.1935,3.88,2.9
20100615,10593059,32.7418,244.0248,5.55,2.4
20100615,11255653,32.702,244.0813,5.71,2.4
20100615,11492232,32.6983,244.03,0.84,2.2
20100615,12094942,32.6978,244.0813,2.87,2.2
20100615,12162218,32.7205,244.0385,1.39,2.6
20100615,12415336,32.6765,244.0895,3.94,2.7
20100615,12544352,32.7073,244.0568,3.63,2.4
20100615,13004735,32.722,244.028,2.02,2.7
20100615,13070594,32.7002,244.0567,2.53,2.3
20100615,13180268,32.7052,244.0627,5.34,2.5
20100615,13335140,32.714,244.0455,8.37,2.6
20100615,13560810,32.6822,244.0755,8.81,2.3
20100615,14251632,32.711,244.0658,3.64,2.2
20100615,14454359,32.7203,244.0507,3.88,2.5
20100615,14473216,32.7215,244.0518,5.24,2.8
20100615,14483648,32.6852,244.0697,10.04,3.0
20100615,14525237,32.7278,244.0342,4.4,2.2
20100615,14564344,32.7158,244.0492,5.04,3.3
20100615,15052495,32.7172,244.0567,4.14,2.6
20100615,15215808,32.6858,244.1483,2.41,2.7
20100615,15231970,32.7208,244.0535,3.55,2.6
20100615,15313676,32.702,244.0793,5.85,2.7
20100615,15531644,32.7192,244.0548,5.78,2.4
20100615,15584835,32.6985,244.093,4.0,2.2
20100615,16094163,32.691,244.0923,4.42,2.3
20100615,16234443,33.395,243.5777,11.43,3.0
20100615,16302457,32.716,244.0632,4.01,2.4
20100615,16323220,32.709,244.0413,13.42,3.6
20100615,17061204,32.687,244.094,13.52,3.7
20100615,17251238,32.6993,244.0528,2.96,2.9
20100615,18302690,32.6728,244.0897,4.61,2.2
20100615,21314814,32.701,244.0578,7.63,2.9
20100615,21363832,32.7038,244.0663,1.76,3.0
20100615,21555452,32.7257,244.0452,3.79,2.2
20100615,22171556,32.674,244.0945,5.56,2.8
20100615,23053796,32.7152,244.0403,9.19,3.1
20100615,23304870,32.7325,244.024,4.25,3.2
20100616,00333240,32.7095,244.0567,3.63,2.3
20100616,01103666,32.7,244.0522,3.0,2.6
20100616,01305052,32.7138,244.0403,3.12,2.7
20100616,01331782,32.6818,244.0782,11.93,2.5
20100616,01474348,32.7052,244.0593,1.55,2.3
20100616,02420342,32.689,244.0768,7.68,3.2
20100616,02490316,32.7058,244.0773,7.35,2.2
20100616,02545066,32.698,244.0902,8.11,2.6
20100616,03145186,32.7287,244.0327,3.68,2.6
20100616,04120646,32.7178,244.0492,5.23,2.5
20100616,04270644,32.6722,244.1442,6.51,2.9
20100616,04280669,32.7133,244.043,0.93,2.2
20100616,04513564,32.6803,244.1418,4.93,2.4
20100616,05041062,32.6712,244.163,3.13,2.7
20100616,05130248,32.73,244.0293,1.61,2.4
20100616,05192763,32.6862,244.0507,2.05,2.5
20100616,05341489,32.6392,244.2668,6.0,2.5
20100616,05431545,32.6897,244.0278,1.39,2.8
20100616,07001894,32.7187,244.0405,11.21,2.9
20100616,07374453,32.7013,244.0492,1.86,2.9
20100616,07395022,32.6748,244.0915,4.96,3.2
20100616,07470663,32.7042,244.087,7.97,2.8
20100616,07571213,32.6847,244.1033,3.3,2.5
20100616,08582240,32.7145,244.0397,3.83,2.4
20100616,10044531,32.674,244.095,5.5,3.3
20100616,10364415,32.7518,244.124,0.89,2.6
20100616,10410048,32.7877,243.8757,6.63,2.5
20100616,10513573,32.7327,244.0293,4.45,2.3
20100616,10544116,32.7278,244.0258,3.35,3.6
20100616,11205378,32.7182,244.0422,5.79,2.7
20100616,11304875,32.6957,244.0713,3.67,3.8
20100616,12031658,32.7075,244.072,2.43,3.1
20100616,12593424,32.5918,244.2213,4.34,2.7
20100616,13213496,32.6773,244.1418,4.95,2.9
20100616,13463004,33.3902,243.5892,9.28,3.0
20100616,14253608,32.6342,244.0328,7.91,2.3
20100616,14562212,32.6915,244.0355,3.55,2.3
20100616,15091281,32.6907,244.0327,3.25,3.2
20100616,16075080,32.7185,244.0422,3.3,2.7
20100616,16082884,32.7033,244.0413,8.54,2.6
20100616,16174242,32.723,244.04,2.89,2.3
20100616,16194102,32.702,244.0703,4.05,3.2
20100616,16392010,32.726,244.0317,2.63,2.8
20100616,17523076,32.7047,244.067,5.26,2.3
20100616,17532736,32.7192,244.0493,5.41,3.0
20100616,19233268,32.6873,244.079,8.43,2.8
20100616,20413648,32.6775,244.121,6.2,2.3
20100616,21042408,32.6732,244.1035,4.13,3.4
20100616,21214952,32.725,244.0347,0.31,3.2
20100616,21491416,32.7113,244.0452,7.72,2.8
20100617,00430996,32.7508,244.1162,1.02,2.5
20100617,01061786,32.6977,244.0825,4.2,2.2
20100617,02434569,32.7033,244.0747,6.85,2.4
20100617,03473192,32.6835,244.1147,3.68,2.3
20100617,04353052,32.7207,244.045,3.23,2.4
20100617,04510917,32.6737,244.1423,1.26,2.9
20100617,06273673,32.747,244.1218,1.04,2.7
20100617,09414413,32.7215,244.0318,1.21,3.0
20100617,12304017,32.6755,244.1387,1.45,2.4
20100617,14233528,32.7248,244.0342,3.35,3.3
20100617,16385280,32.6803,244.1428,2.13,2.3
20100617,17330308,32.7022,244.075,2.95,2.7
20100617,19254164,32.6628,244.1033,6.71,2.2
20100617,21291474,32.6498,244.2438,3.98,2.2
20100618,05294862,32.7177,244.0907,8.85,2.2
20100618,10463777,32.6567,244.2605,5.82,2.6
20100618,13572579,32.6995,244.0663,2.22,3.4
20100618,15143998,33.3905,243.5833,10.03,3.4
20100618,16344110,33.388,243.5825,8.62,2.2
20100618,16393025,32.6448,244.2665,5.5,2.4
20100618,17013600,32.995,243.6458,8.51,2.7
20100618,17552484,32.7267,244.0325,2.56,2.6
20100618,19465468,32.6372,244.2508,3.89,2.4
20100618,19571192,32.719,244.0285,0.04,3.0
20100618,22431170,32.6367,244.2547,4.71,2.3
